partitionid,dataspaceid,repositoryid,alertid,title,alertkey,severity,component_type,sources
4,12,1,33749,CVE-2019-10102,v2:99f0a9e4-73bc-4930-86b5-9efba243c4a9,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-10102""}}"
4,12,1,18268,CVE-2019-10103,v2:b1c4150e-d068-4051-928a-35a05f059308,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-10103""}}"
4,12,1,47512,GHSA-mg85-8mv5-ffjr,v6:833d0dff1c5a4ad1bbdf2b04ea489c31,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1472""}}"
4,12,1,19878,WS-2020-0026,v6:90f7ca7c8ed44b519f6a3410b9d628ee,2,2,"{""WhiteSource"":{""Url"":""https://www.npmjs.com/package/ammo""}}"
4,12,1,19879,WS-2020-0035,v6:b03e91bbf6f545d08c1dd73e4a9777b6,2,2,"{""WhiteSource"":{""Url"":""https://www.npmjs.com/package/hapi""}}"
4,12,1,47527,GHSA-7hx8-2rxv-66xv,v6:f23282a57c454b9bad22a4dacf3d91a2,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1481""}}"
4,12,1,10767,WS-2019-0136,v2:4fba27eb-70ba-41ff-9794-fdf198315ee6,1,1,"{""WhiteSource"":{""Url"":""https://github.com/jquery/jquery-mobile/commit/b0d9cc758a48f13321750d7409fb7655dcdf2b50""}}"
4,12,1,2302,CVE-2017-16022,v2:6aab530d-c068-49bc-93b7-5dc813331841,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-16022""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-16022""}}"
4,12,1,19880,WS-2020-0032,v6:4203fcebb72c4e178f420f836fcabe02,2,2,"{""WhiteSource"":{""Url"":""https://www.npmjs.com/package/subtext""}}"
4,12,1,48175,GHSA-g64q-3vg8-8f93,v6:d884b457826c4bda88c3a2060e1a07bc,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1479""}}"
4,12,1,12733,WS-2019-0271,v2:25d28d21-966a-49e2-b4a1-3b1d731d1246,2,2,"{""WhiteSource"":{""Url"":""https://github.com/hapijs/subtext/commit/1e2aed64b7154e1786d866a3b5bdd4f36e9f492d""}}"
4,12,1,48174,GHSA-5854-jvxx-2cg9,v6:58b154379f5541c2996720c55032e21e,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1478""}}"
4,12,1,19881,WS-2020-0033,v6:ec8996331f704fa48ca9884ba58f53eb,2,2,"{""WhiteSource"":{""Url"":""https://www.npmjs.com/package/subtext""}}"
4,12,1,48176,GHSA-2mvq-xp48-4c77,v6:0d1edb7c95644804863d10a115cd13bc,2,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/hapijs/subtext/issues/72""}}"
4,12,1,19453,CST-E has determined that this component is not generally safe to use.,v6:f96f4db2e65c4f7f8370910454cead03,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fwebpack-md5-hash%2Freview-1.md""}}"
4,12,1,71723,CVE-2020-8175,v6:1bd1ee281d164a1ba13d9665d0891f64,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-8175""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-8175""}}"
4,12,1,86892,CVE-2022-25851,v6:fad8fcd9bd814aa2acd708bc14705633,2,2,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-25851""}}"
4,12,1,82306,CST-E has determined that this component is not generally safe to use.,v6:87893dd047d44d0fab705816e8b8b14d,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,12,1,11288,CVE-2019-10750,v2:b27acf80-eef6-4984-a386-8e68895844ee,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-10750""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-10750""}}"
4,12,1,82307,CST-E has determined that this component is not generally safe to use.,v6:f5f261ce39ad48329651013508344250,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,12,16,1783,CVE-2018-1000136,v2:aa302016-6fcc-4710-badc-7601d00d289b,1,2,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-1000136""}}"
4,12,16,10794,WS-2018-0211,v2:b366a1ff-ae7a-4f82-ad2b-2ae8fade8a23,3,2,"{""WhiteSource"":{""Url"":""https://github.com/dominictarr/event-stream/issues/116""}}"
4,12,16,18674,CST-E has determined that this component is not generally safe to use.,v6:b88b3b7448c54d9bad6ccb7056a3f6c0,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Faccord%2Freview-1.md""}}"
4,12,16,25907,GHSA-mh6f-8j2x-4483,v6:02171cb5343b41ed9096e71a71cac643,3,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/dominictarr/event-stream/issues/116""}}"
4,12,16,44909,GHSA-9x64-5r7x-2q53,v6:5dc40557b96e45a9a428078a7f988068,3,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/dominictarr/event-stream/issues/116""}}"
4,12,16,24068,WS-2018-0627,v6:399b318fbef84efe9956079d0392289b,3,2,"{""WhiteSource"":{""Url"":""https://www.npmjs.com/advisories/737""}}"
4,12,16,45214,GHSA-h5mp-5q4p-ggf5,v6:6c741f05767f48ec98a54b00b1c4d4d2,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1068""}}"
4,12,16,19086,WS-2019-0181,v2:ab73df5d-5445-4557-ac81-e7873f11a827,1,2,"{""WhiteSource"":{""Url"":""https://github.com/lodash/lodash/compare/4.6.0...4.6.1""}}"
4,12,16,45213,GHSA-46fh-8fc5-xcwx,v6:07af24d96d80468ca53c3824df54eab5,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/1070""}}"
4,12,16,6610,CVE-2018-1002203,v2:755fbeb4-815c-4bb0-ae41-23e46c91b973,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-1002203""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-1002203""}}"
4,12,16,81216,CVE-2019-15608,v6:8e7956e05c784753817a4e7cbf24c67d,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-15608""}}"
4,12,41,75059,CST-E has determined that this component is not generally safe to use.,v6:dd6b5489ef8145e198a96551b56ddaf4,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
4,12,41,75058,CST-E has determined that this component is not generally safe to use.,v6:e6e1c2f69bab46158d9978c3622324ff,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
4,12,71,70314,GHSA-8r4g-cg4m-x23c,v6:130aaf486f5441b39d8076877f0afd52,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/cloudhead/node-static/pull/213""}}"
4,12,71,39660,WS-2020-0120,v6:2779cb61896c410aa83cf14892844fe3,2,2,"{""WhiteSource"":{""Url"":""https://github.com/cloudhead/node-static/commit/b6ae31c9653c3aedf750b25bc795a1fddfc928e1""}}"
4,12,71,66597,CVE-2021-32013,v6:1a6ce68d8bf64c9f9414fc9f89d0d591,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-32013""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-32013""}}"
4,12,71,66598,CVE-2021-32012,v6:34128a45b50f448096c74a77b42ac07d,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-32012""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-32012""}}"
4,12,71,66596,CVE-2021-32014,v6:45a5432bbc624c8c9981a00bbd2544c3,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-32014""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-32014""}}"
4,12,124,48032,CVE-2018-1109,v6:a3a5cfa6928a4ea1bf0ef0732cbeb332,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-1109""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-1109""}}"
4,12,124,1656,CVE-2018-3719,v2:41399564-43d8-425d-a2f1-47a1c7f814f7,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-3719""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-3719""}}"
4,12,124,80527,CVE-2016-9401,v6:29ef9be796fa4148873bff4218b78130,0,13,"{""UbuntuCve"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-9401""}}"
4,12,127,56475,CVE-2018-20801,v2:2a86184e-a9bb-4a35-9828-041b2fa3beda,1,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-20801""}}"
4,12,172,82411,CVE-2021-46703,v6:6bd1c001c7dd41dc9c7170c3aef14a4d,1,1,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-46703""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-46703""}}"
4,12,311,77663,CVE-2021-43803,v6:c1e88e3218fc417ebc9417fabf18b890,2,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/vercel/next.js/security/advisories/GHSA-25mp-g6fv-mqxx""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-43803""}}"
4,12,312,24303,CVE-2020-5284,v6:8edb936ac18145cb95ca3206ee7c435c,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/zeit/next.js/security/advisories/GHSA-fq77-7p7r-83rj""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-5284""}}"
4,12,312,49385,CVE-2020-7765,v6:a9b8b64a83a546429330d5a495d95345,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-7765""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-7765""}}"
4,12,339,70285,CVE-2021-37699,v6:7543dafdd11e483b9fa736deebf53232,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/vercel/next.js/security/advisories/GHSA-vxf5-wxwp-m7g9""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-37699""}}"
4,12,368,75067,CVE-2021-34532,v6:c944acb82ba14fc5b238c2bc1917933e,0,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-34532""}}"
4,12,392,55105,GHSA-qxx8-292g-2w66,v6:8fe5979a34cf420b875f0c8e3d5140fd,2,1,"{""GitHubAdvisories"":{""Url"":""https://github.com/microsoft/botbuilder-dotnet/security/advisories/GHSA-qxx8-292g-2w66""}}"
4,12,392,55235,CVE-2021-1725,v6:c305c213c7e14eb2b41bef658a6b0190,0,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-1725""}}"
4,12,416,47526,GHSA-7543-mr7h-6v86,v6:54e6bc716f2546fe9b75188318d0ba06,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/791""}}"
4,12,416,27952,WS-2019-0252,v2:aff5ad16-5ffa-49d0-a651-b1d5627d9199,1,2,"{""WhiteSource"":{""Url"":""https://github.com/googleapis/google-api-nodejs-client/issues/1594""}}"
4,12,416,48899,CVE-2020-8237,v6:557b3be2f50d4bbebf920cb34643a7ad,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-8237""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-8237""}}"
4,12,448,84332,CVE-2022-24066,v6:d9c6557eaddc4e8283df6ade781e4980,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-24066""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-24066""}}"
4,12,583,57025,CVE-2019-25009,v6:17f3e259c8f34f76a03e074cfb90d6cd,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-25009""}}"
4,12,583,57026,CVE-2020-25574,v6:dc70b36cc02945e6bbcc1fe0636fe386,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-25574""}}"
4,12,583,69008,CVE-2021-38191,v6:c629666e112d40119bb527ffc09aeab3,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-38191""}}"
4,12,583,85820,CVE-2022-29970,v6:77620bf8667e471cb82eb62f39d7890b,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-29970""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-29970""}}"
4,12,583,70235,CVE-2021-38192,v6:ef1b2f26ccdd4536adb01861d1152091,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-38192""}}"
4,12,583,55875,CVE-2021-28036,v6:b4beb0664af148f8a65c4f776d152824,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-28036""}}"
4,12,583,44216,CVE-2020-7707,v6:3c759769ae4c4119b12fb48440699cb3,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-7707""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-7707""}}"
4,12,583,40368,CVE-2020-10994,v6:44d970edfe214a8fa5470943d932ea33,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-10994""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-10994""}}"
4,12,583,40365,CVE-2020-10379,v6:10212b3323df495c82c7ad398c583fc2,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-10379""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-10379""}}"
4,12,583,40366,CVE-2020-11538,v6:a2952a36b7374de19fbf16534bb58eb8,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-11538""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-11538""}}"
4,12,583,40364,CVE-2020-10378,v6:df361345d6734768a13b3291825f7d2a,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-10378""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-10378""}}"
4,12,583,40367,CVE-2020-10177,v6:d6705ac9360544d09ac1ec588f4115f9,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-10177""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-10177""}}"
4,12,583,86472,CVE-2022-24434,v6:06b774df15bb4ddd92ea388f097e3f0a,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-24434""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-24434""}}"
4,12,583,54457,CVE-2020-28463,v6:f875b91e03af4661b4c8fa55c36a24af,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-28463""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-28463""}}"
4,12,583,57028,CVE-2020-35923,v6:05dfc1e46bc641258a1ca7d6eb57d87f,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35923""}}"
4,12,583,57029,WS-2020-0209,v6:702db919012b4e9c88b6874d21ce63d6,1,7,"{""WhiteSource"":{""Url"":""https://github.com/reem/rust-ordered-float/commit/7b5c8fe6b684239213e7e3e9d74c3dfc12599f16""}}"
4,12,583,78219,CVE-2019-25054,v6:7226229052d349918f03b70aeec8ab22,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-25054""}}"
4,12,583,57030,CVE-2019-25001,v6:2960c81de05a40faa6c91b04902e7d21,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-25001""}}"
4,12,583,86648,CVE-2022-29256,v6:e4e76ffabcab4550a3876fed6183b3e1,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/lovell/sharp/security/advisories/GHSA-gp95-ppv5-3jc5""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-29256""}}"
4,12,583,84109,CVE-2020-25575,v6:72f913b63e724ebb96bfe551e850d72d,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-25575""}}"
4,12,583,62021,CVE-2021-31542,v6:7d42107eb52544c198ada4e16e74a27c,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-31542""}}"
4,12,729,60267,CVE-2017-12814,v2:ba934e5b-639f-4479-8517-baee6234ad9a,2,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12814""}}"
4,12,729,60266,CVE-2014-9390,v2:0e13f520-1551-4919-b222-f40f1e53eac7,2,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-9390""}}"
4,12,806,82139,CST-E has determined that this component is not generally safe to use.,v6:280749f8ff634e798a4ab2b11c33acd0,2,1,"{""TwC"":{""Url"":""https://github.com/ossf/security-reviews/blob/main/reviews/nuget/redis-64/review-1.md""}}"
4,12,812,81490,CVE-2020-28483,v6:e038ffe99c3d46f18ee36816f2b30840,1,10,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-28483""}}"
4,15,108,19301,CST-E has determined that this component is not generally safe to use.,v6:702aeafaa98341af81a51eaf6613317e,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fsha1%2Freview-1.md""}}"
4,22,188,55809,WS-2021-0039,v6:d80a31efa5fc4361aec3b67ffb05dc13,0,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular/commit/97ec6e48493bf9418971436d885470a66e71f045""}}"
4,22,188,83898,CVE-2022-26260,v6:0c73fe3af7494f3a98dd28fed7a83176,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-26260""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-26260""}}"
4,22,188,84336,CVE-2022-21223,v6:645f1b6028124a4e8960ac4b68f78e6d,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-21223""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21223""}}"
4,22,188,84459,CVE-2022-24440,v6:4a2d5a265b2a480289d7c21217cb8a58,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-24440""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-24440""}}"
4,22,191,78816,CVE-2021-42392,v6:7d4b9e4b38894460a3ceb378684c521a,3,3,"{""GitHubAdvisories"":{""Url"":""https://github.com/h2database/h2database/security/advisories/GHSA-h376-j262-vhq6""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-42392""}}"
4,22,191,78038,CVE-2021-23463,v6:e91eca2a81994c4488611164efe01f84,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-23463""}}"
4,22,191,15950,CVE-2011-1772,v2:7937855b-e367-416b-9d8a-887255cf8ee3,0,3,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2011-1772""}}"
4,22,191,15947,CVE-2010-1870,v6:1be7c3d59646417b840d7e7b676b9bf2,1,3,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-1870""}}"
4,22,191,15951,CVE-2012-0394,v6:1506137cdb264a23be3cacf62f186502,1,3,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2012-0394""}}"
4,22,191,15949,CVE-2012-0838,v2:2eeb229f-eee7-4554-8c99-6fdd6683085a,3,3,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2012-0838""}}"
4,22,191,15948,CVE-2008-6504,v6:82d3bf60c0d54d4287b818a2c680c812,1,3,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2008-6504""}}"
4,22,191,44280,CVE-2020-2933,v6:cb52568e048d4749bad477b51ae38009,0,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-2933""}}"
4,22,191,51318,CVE-2020-26258,v6:6a4384cf48684bb184c20fd5e7e3d09f,2,3,"{""GitHubAdvisories"":{""Url"":""https://github.com/x-stream/xstream/security/advisories/GHSA-4cch-wxpw-8p28""}}"
4,22,191,51319,CVE-2020-26259,v6:8e65b701eb1b40e6b0b4ba10e4c78e54,1,3,"{""GitHubAdvisories"":{""Url"":""https://github.com/x-stream/xstream/security/advisories/GHSA-jfvx-7wrx-43fh""}}"
4,22,191,44108,CVE-2015-3192,v2:9711188d-ea7c-4e01-8c03-af995a644dae,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2015-3192""}}"
4,22,201,43343,CVE-2017-0256,v6:a77ce3c171dd41ad81958e20ec26060e,1,1,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-0256""}}"
4,22,201,43342,CVE-2017-0247,v6:03158db6d6ba463f9ab81e3f43ff814e,2,1,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-0247""}}"
4,22,211,35273,CVE-2014-4075,v2:3ed6b75a-c2e6-46f8-8a47-43d174362e72,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2014-4075""}}"
4,22,211,13835,WS-2013-0009,v2:efbe63e5-1514-499a-921e-157df85dd640,1,1,"{""WhiteSource"":{""Url"":""https://bugs.jqueryui.com/ticket/6016""}}"
4,22,211,13836,CVE-2010-5312,v2:832df174-e667-453c-b693-42d7a18844d2,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2010-5312""}}"
4,32,388,19002,CST-E has determined that this component is not generally safe to use.,v6:4b15b1d891ff4ffba3c5d1ceaad80efc,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fgithub%2Fmarkdown-it%2Fmarkdown-it%2Freview-2.md""}}"
4,32,388,39591,Cross-Site Scripting,v6:2dae5010a0bb4e14aae19abf9a4e5a2d,2,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1227""}}"
4,32,388,33244,Cross-Site Scripting,v6:bac0670877774f9890a0d24ee4b32037,2,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1219""}}"
4,32,388,16016,CVE-2019-0228,v6:8469e419472f41ca94fc5ad003f5401b,3,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-0228""}}"
4,32,388,33241,Sandbox Breakout / Arbitrary Code Execution,v6:cddea5c159ca40c7a846046d245bc877,2,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1033""}}"
4,32,388,33240,Sandbox Breakout / Arbitrary Code Execution,v6:bd6ea647a765416597e545f21501ed5c,3,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1322""}}"
4,52,49,79153,WS-2016-0075,v2:95f9b86f-6c39-430a-a364-db34694594ba,1,9,"{""WhiteSource"":{""Url"":""https://github.com/moment/moment/commit/663f33e333212b3800b63592cd8e237ac8fabdb9""}}"
4,52,49,50596,CVE-2020-7787,v6:62e88e1f23ea425db02fe01d726394a1,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-7787""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-7787""}}"
4,52,807,80405,CST-E has determined that this component is not generally safe to use.,v6:10003ad2f66146b69a03c54fdf37969b,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fgithub%2Fcure53%2Fdompurify%2Freview-1.md""}}"
4,54,32,23978,CVE-2019-11777,v6:16e3caca00d74315b1f0d48e8f2ff608,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-11777""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-11777""}}"
4,54,32,10474,CVE-2019-5432,v2:9cd14666-a759-4398-8eab-065e6c10c846,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-5432""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-5432""}}"
4,54,244,18406,CVE-2019-18874,v6:9073890effd948a1bd0b7b59cf1fe7b8,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-18874""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-18874""}}"
